id,URL,name,sponsor,event,venue,street,city,state,country,place 5,physical_description,occasion,notes,call_number,keywords,language,date,location,location_type,currency,currency_symbol,status,page_count,dish_count
34953,http://api.menus.nypl.org/dishes/34953,[Restaurant name and/or location not given],[Restaurant name and/or location not given],,,,,,,,,,Union League of Maryland,1913-0180_wotm,,,02/12/1913,[Restaurant name and/or location not given],,,,complete,5,29
34954,http://api.menus.nypl.org/dishes/34954,Long Island Business College South,Long Island Business College South,,,,,,,,,,Kings County Prohibition Party Committee,1913-0181_wotm,,,02/12/1913,Long Island Business College South,,,,complete,4,19
34955,http://api.menus.nypl.org/dishes/34955,Waldorf Astoria,Waldorf Astoria,,,,,,,,,,The Republican Club of the City of New York,1913-0182_wotm,,,02/12/1913,Waldorf Astoria,,,,complete,5,25
34956,http://api.menus.nypl.org/dishes/34956,Hotel Casey,Hotel Casey,,,,,,,,,,"B.P.O. of Elks - Scranton Lodge, No. 23",1913-0183_wotm,,,02/12/1913,Hotel Casey,,,,complete,9,27
34957,http://api.menus.nypl.org/dishes/34957,City Club,City Club,,,,,,,,,,The Graduates Club,1913-0184_wotm,,,02/12/1913,City Club,,,,complete,4,20
34958,http://api.menus.nypl.org/dishes/34958,Hotel Karldon,Hotel Karldon,,,,,,,,,,Easton Board of Trade,1913-0185_wotm,,,02/12/1913,Hotel Karldon,,,,complete,5,20
34959,http://api.menus.nypl.org/dishes/34959,Hotel Plaza,Hotel Plaza,,,,,,,,,,Association of Theatre Managers,1913-0186_wotm,,,02/13/1913,Hotel Plaza,,,,complete,6,46
34960,http://api.menus.nypl.org/dishes/34960,Roman Catholic Orphan Asylum,Roman Catholic Orphan Asylum,,,,,,,,,,Solemn Dedication of St. John's Hospital,1913-0187_wotm,,,02/13/1913,Roman Catholic Orphan Asylum,,,,complete,4,19
34962,http://api.menus.nypl.org/dishes/34962,Delmonico's,Delmonico's,,,,,,,,,,Williams College Alumni Association of New York,1913-0189_wotm,,,02/14/1913,Delmonico's,,,,complete,4,22
34963,http://api.menus.nypl.org/dishes/34963,Hotel Astor,Hotel Astor,,,,,,,,,,Alumni of Stevens Institute of Technology,1913-0190_wotm,,,02/14/1913,Hotel Astor,,,,complete,25,18
34965,http://api.menus.nypl.org/dishes/34965,Hotel Astor,Hotel Astor,,,,,,,,,,Sussex Society of New York,1913-0192_wotm,,,02/14/1913,Hotel Astor,,,,complete,6,21
34967,http://api.menus.nypl.org/dishes/34967,Hotel Astor,Hotel Astor,,,,,,,,,,The Central Dental Association of Northern New Jersey,1913-0194_wotm,,,02/15/1913,Hotel Astor,,,,complete,12,18
34968,http://api.menus.nypl.org/dishes/34968,Little Hungary,Little Hungary,,,,,,,,,,Ravenswood Glass Workers,1913-0195_wotm,,,02/15/1913,Little Hungary,,,,complete,3,21
34970,http://api.menus.nypl.org/dishes/34970,Burland Casino,Burland Casino,,,,,,,,,,The Republican Captains,1913-0197_wotm,,,02/17/1913,Burland Casino,,,,complete,4,29
34971,http://api.menus.nypl.org/dishes/34971,Hotel Pfister,Hotel Pfister,,,,,,,,,,The Milwaukee Baseball Club,1913-0198_wotm,,,02/18/1913,Hotel Pfister,,,,complete,1,17
34972,http://api.menus.nypl.org/dishes/34972,Burland Casino,Burland Casino,,,,,,,,,,"Bronx Lodge 860, F. & A.M.",1913-0199_wotm,,,02/18/1913,Burland Casino,,,,complete,2,27
34973,http://api.menus.nypl.org/dishes/34973,Hotel Copley-Plaza,Hotel Copley-Plaza,,,,,,,,,,Association of Massachusetts Elks,1913-0200_wotm,,,02/18/1913,Hotel Copley-Plaza,,,,complete,8,20
34974,http://api.menus.nypl.org/dishes/34974,Waldorf Astoria,Waldorf Astoria,,,,,,,,,,International Association of Brokers,1913-0201_wotm,,,02/19/1913,Waldorf Astoria,,,,complete,4,20
34975,http://api.menus.nypl.org/dishes/34975,Waldorf Astoria,Waldorf Astoria,,,,,,,,,,American Institute of Mining Engineers,1913-0202_wotm,,,02/19/1913,Waldorf Astoria,,,,complete,3,18
34978,http://api.menus.nypl.org/dishes/34978,Hotel Schenley,Hotel Schenley,,,,,,,,,,Pittsburgh Lodge No. 11 - B.P.O. Elks,1913-0205_wotm,,,02/20/1913,Hotel Schenley,,,,complete,9,18
34979,http://api.menus.nypl.org/dishes/34979,Burland Casino,Burland Casino,,,,,,,,,,North Side Board of Trade in the City of New York,1913-0206_wotm,,,02/20/1913,Burland Casino,,,,complete,7,22
34980,http://api.menus.nypl.org/dishes/34980,Hotel Martinique,Hotel Martinique,,,,,,,,,,The Pottery Glass and Brass Salesmens Dinner,1913-0207_wotm,,,02/20/1913,Hotel Martinique,,,,complete,1,17
34982,http://api.menus.nypl.org/dishes/34982,Waldorf Astoria,Waldorf Astoria,,,,,,,,,,University of Pennsylvania,1913-0209_wotm,,,02/21/1913,Waldorf Astoria,,,,complete,5,21
34983,http://api.menus.nypl.org/dishes/34983,Bay Shore House,Bay Shore House,,,,,,,,,,City Island Board of Trade,1913-0210_wotm,,,02/21/1913,Bay Shore House,,,,complete,7,16
34984,http://api.menus.nypl.org/dishes/34984,Waldorf Astoria,Waldorf Astoria,,,,,,,,,,Amherst Association of New York,1913-0211_wotm,,,02/21/1913,Waldorf Astoria,,,,complete,5,21
34985,http://api.menus.nypl.org/dishes/34985,Park Avenue Hotel,Park Avenue Hotel,,,,,,,,,,Syracuse University,1913-0212_wotm,,,02/21/1913,Park Avenue Hotel,,,,complete,6,21
34986,http://api.menus.nypl.org/dishes/34986,Hotel Martinique,Hotel Martinique,,,,,,,,,,Casualty and Surety Social Club,1913-0213_wotm,,,02/21/1913,Hotel Martinique,,,,complete,2,20
34987,http://api.menus.nypl.org/dishes/34987,Waldorf Astoria,Waldorf Astoria,,,,,,,,,,Lieutenants' Benevolent Association - Police Department of the City of New York,1913-0214_wotm,,,02/01/1913,Waldorf Astoria,,,,complete,56,25
34989,http://api.menus.nypl.org/dishes/34989,St. Charles,St. Charles,,,,,,,,,,Theta Xi Fraternity,1913-0216_wotm,,,02/01/1913,St. Charles,,,,complete,1,62
34990,http://api.menus.nypl.org/dishes/34990,Seaside House,Seaside House,,,,,,,,,,Theta Xi Fraternity,1913-0217_wotm,,,02/22/1913,Seaside House,,,,complete,8,71
34993,http://api.menus.nypl.org/dishes/34993,Delmonico's,Delmonico's,,,,,,,,,,Sons of the Revolution,1913-0220_wotm,,,02/22/1913,Delmonico's,,,,complete,12,13
34994,http://api.menus.nypl.org/dishes/34994,Rauscher's,Rauscher's,,,,,,,,,,American Society of Naval Engineers,1913-0221_wotm,,,02/22/1913,Rauscher's,,,,complete,12,25
34995,http://api.menus.nypl.org/dishes/34995,Hotel  Baltimore,Hotel  Baltimore,,,,,,,,,,Sons of the Revolution,1913-0222_wotm,,,02/22/1913,Hotel  Baltimore,,,,complete,12,17
34996,http://api.menus.nypl.org/dishes/34996,"""Victoria Luise""","""Victoria Luise""",,,,,,,,,,menu als printed in German,1913-0223_wotm,,,02/22/1913,"""Victoria Luise""",,,,complete,8,22
34997,http://api.menus.nypl.org/dishes/34997,Salle Hotel,Salle Hotel,,,,,,,,,,The Industrial Club of Chicago,1913-0224_wotm,,,02/24/1913,Salle Hotel,,,,complete,12,23
35001,http://api.menus.nypl.org/dishes/35001,Hotel Astor,Hotel Astor,,,,,,,,,,The Economic Club of New York,1913-0228_wotm,,,02/24/1913,Hotel Astor,,,,complete,8,18
35002,http://api.menus.nypl.org/dishes/35002,Hotel Astor,Hotel Astor,,,,,,,,,,Canadian Camp,1913-0229_wotm,,,02/24/1913,Hotel Astor,,,,complete,8,25
35003,http://api.menus.nypl.org/dishes/35003,Aldine Club,Aldine Club,,,,,,,,,,Dinner of Alexander Wilson Drake and his friends,1913-0230_wotm,,,02/25/1913,Aldine Club,,,,complete,64,19
35004,http://api.menus.nypl.org/dishes/35004,Hotel Savoy,Hotel Savoy,,,,,,,,,,Life Underwriters Association of New York,1913-0231_wotm,,,02/25/1913,Hotel Savoy,,,,complete,8,19
35006,http://api.menus.nypl.org/dishes/35006,Waldorf Astoria,Waldorf Astoria,,,,,,,,,,American Wine Growers' Association,1913-0233_wotm,,,02/27/1913,Waldorf Astoria,,,,complete,8,53
35007,http://api.menus.nypl.org/dishes/35007,Crawford's,Crawford's,,,,,,,,,,Passaic County Grand Jury,1913-0234_wotm,,,02/27/1913,Crawford's,,,,complete,4,31
35008,http://api.menus.nypl.org/dishes/35008,Waverly Hotel,Waverly Hotel,,,,,,,,,,menu is also printed in Afrikaans (?),1913-0235_wotm,,,02/28/1913,Waverly Hotel,,,,complete,3,28
35009,http://api.menus.nypl.org/dishes/35009,Hotel Astor,Hotel Astor,,,,,,,,,,The Delaware Society,1913-0236_wotm,,,02/28/1913,Hotel Astor,,,,complete,4,22
35010,http://api.menus.nypl.org/dishes/35010,Waldorf Astoria,Waldorf Astoria,,,,,,,,,,Allied Real Estate Interests of the State of New York,1913-0237_wotm,,,02/28/1913,Waldorf Astoria,,,,complete,4,20
35011,http://api.menus.nypl.org/dishes/35011,Hotel Astor,Hotel Astor,,,,,,,,,,menu also printed in Welsh,1913-0238_wotm,,,03/01/1913,Hotel Astor,,,,complete,12,48
35012,http://api.menus.nypl.org/dishes/35012,Hotel Sherman,Hotel Sherman,,,,,,,,,,Book and Play Club of Chicago,1913-0239_wotm,,,03/01/1913,Hotel Sherman,,,,complete,4,16
35013,http://api.menus.nypl.org/dishes/35013,Onondaga,Onondaga,,,,,,,,,,Onondaga County Bar Association,1913-0240_wotm,,,03/01/1913,Onondaga,,,,complete,12,15
35014,http://api.menus.nypl.org/dishes/35014,Eureka Restaurant,Eureka Restaurant,,,,,,,,,,Onondaga County Bar Association,1913-0241_wotm,,,03/01/1913,Eureka Restaurant,,Dollars,$,complete,4,191
35015,http://api.menus.nypl.org/dishes/35015,Hotel Marseilles,Hotel Marseilles,,,,,,,,,,Hudson River Motor Boat Club,1913-0242_wotm,,,03/01/1913,Hotel Marseilles,,,,complete,38,29
35017,http://api.menus.nypl.org/dishes/35017,New York Press Club,New York Press Club,,,,,,,,,,British-American Peace Centenary,1913-0244_wotm,,,03/03/1913,New York Press Club,,,,complete,4,27
35021,http://api.menus.nypl.org/dishes/35021,New York Athletic Club,New York Athletic Club,,,,,,,,,,Olympic Committee,1913-0248_wotm,,,03/07/1913,New York Athletic Club,,,,complete,4,20
35022,http://api.menus.nypl.org/dishes/35022,Copley-Plaza,Copley-Plaza,,,,,,,,,,The Traffic Club,1913-0249_wotm,,,03/07/1913,Copley-Plaza,,,,complete,36,15
35023,http://api.menus.nypl.org/dishes/35023,Sagamore Restaurant and Lunch Room,Sagamore Restaurant and Lunch Room,,,,,,,,,,The Traffic Club,1913-0250_wotm,,,03/09/1913,Sagamore Restaurant and Lunch Room,,Dollars,$,complete,4,162
35024,http://api.menus.nypl.org/dishes/35024,Saint Paul,Saint Paul,,,,,,,,,,White Bear Yacht Club,1913-0251_wotm,,,03/08/1913,Saint Paul,,,,complete,4,10
35025,http://api.menus.nypl.org/dishes/35025,Brooklyn Club,Brooklyn Club,,,,,,,,,,White Bear Yacht Club,1913-0252_wotm,,,03/08/1913,Brooklyn Club,,,,complete,4,22
35026,http://api.menus.nypl.org/dishes/35026,Hotel McAlpin,Hotel McAlpin,,,,,,,,,,"Company I, 7th Regiment",1913-0253_wotm,,,03/08/1913,Hotel McAlpin,,,,complete,3,18
35027,http://api.menus.nypl.org/dishes/35027,Revere House,Revere House,,,,,,,,,,Boston Retail Furniture Bowling League,1913-0254_wotm,,,03/11/1913,Revere House,,,,complete,7,23
35028,http://api.menus.nypl.org/dishes/35028,Gerdner & Smith,Gerdner & Smith,,,,,,,,,,Boston Retail Furniture Bowling League,1913-0255_wotm,,,03/11/1913,Gerdner & Smith,,Dollars,$,under review,3,239
35029,http://api.menus.nypl.org/dishes/35029,Louis Martin's,Louis Martin's,,,,,,,,,,Boston Retail Furniture Bowling League,1913-0256_wotm,,,03/11/1913,Louis Martin's,,Dollars,$,complete,4,142
35030,http://api.menus.nypl.org/dishes/35030,Sherry's,Sherry's,,,,,,,,,,New York Life Insurance Company,1913-0257_wotm,,,03/12/1913,Sherry's,,,,complete,12,13
35031,http://api.menus.nypl.org/dishes/35031,Town Hall,Town Hall,,,,,,,,,,New York Life Insurance Company,1913-0258_wotm,,,03/12/1913,Town Hall,,,,complete,4,32
35032,http://api.menus.nypl.org/dishes/35032,Michaud's,Michaud's,,,,,,,,,,New York Life Insurance Company,1913-0259_wotm,,,03/12/1913,Michaud's,,Dollars,$,complete,2,45
35033,http://api.menus.nypl.org/dishes/35033,Hotel McAlpin,Hotel McAlpin,,,,,,,,,,Telegraphers' Mutual Benefit Association,1913-0260_wotm,,,03/12/1913,Hotel McAlpin,,,,complete,4,20
35035,http://api.menus.nypl.org/dishes/35035,Caf̩ Safran,Caf̩ Safran,,,,,,,,,,Maon Material Dealers' Association,1913-0262_wotm,,,03/13/1913,Caf̩ Safran,,,,complete,2,24
35038,http://api.menus.nypl.org/dishes/35038,Waldorf Astoria,Waldorf Astoria,,,,,,,,,,New York Alumni of Lafayette College,1913-0265_wotm,,,03/14/1913,Waldorf Astoria,,,,complete,2,21
35039,http://api.menus.nypl.org/dishes/35039,West Point Army Mess,West Point Army Mess,,,,,,,,,,New York Alumni of Lafayette College,1913-0266_wotm,,,03/14/1913,West Point Army Mess,,,,complete,3,19
35040,http://api.menus.nypl.org/dishes/35040,Cortland,Cortland,,,,,,,,,,New York Alumni of Lafayette College,1913-0267_wotm,,,03/14/1913,Cortland,,Dollars,$,complete,2,66
35041,http://api.menus.nypl.org/dishes/35041,Sprague Restaurant and Caf̩,Sprague Restaurant and Caf̩,,,,,,,,,,New York Alumni of Lafayette College,1913-0268_wotm,,,03/14/1913,Sprague Restaurant and Caf̩,,Dollars,$,complete,8,498
35042,http://api.menus.nypl.org/dishes/35042,Henry J. Wollenhaupt,Henry J. Wollenhaupt,,,,,,,,,,New York Alumni of Lafayette College,1913-0269_wotm,,,03/14/1913,Henry J. Wollenhaupt,,Dollars,$,under review,6,433
35043,http://api.menus.nypl.org/dishes/35043,Beekman Caf̩ Co.,Beekman Caf̩ Co.,,,,,,,,,,New York Alumni of Lafayette College,1913-0270_wotm,,,03/14/1913,Beekman Caf̩ Co.,,Dollars,$,complete,3,281
35044,http://api.menus.nypl.org/dishes/35044,Mills Building Restaurant,Mills Building Restaurant,,,,,,,,,,New York Alumni of Lafayette College,1913-0271_wotm,,,03/14/1913,Mills Building Restaurant,,Dollars,$,complete,3,229
35045,http://api.menus.nypl.org/dishes/35045,Gibson's Restaurant,Gibson's Restaurant,,,,,,,,,,New York Alumni of Lafayette College,1913-0273_wotm,,,03/14/1913,Gibson's Restaurant,,Dollars,$,complete,3,8
35046,http://api.menus.nypl.org/dishes/35046,Jansen's Restaurant,Jansen's Restaurant,,,,,,,,,,New York Alumni of Lafayette College,1913-0274_wotm,,,03/14/1913,Jansen's Restaurant,,Dollars,$,complete,1,75
35047,http://api.menus.nypl.org/dishes/35047,Barron's Buffet,Barron's Buffet,,,,,,,,,,New York Alumni of Lafayette College,1913-0275_wotm,,,03/14/1913,Barron's Buffet,,Dollars,$,complete,2,61
35048,http://api.menus.nypl.org/dishes/35048,Waldorf Astoria,Waldorf Astoria,,,,,,,,,,Senate of the State of New Jersey,1913-0276_wotm,,,03/14/1913,Waldorf Astoria,,,,complete,2,17
35049,http://api.menus.nypl.org/dishes/35049,City Midday Club,City Midday Club,,,,,,,,,,Senate of the State of New Jersey,1913-0277_wotm,,,03/14/1913,City Midday Club,,Dollars,$,complete,2,68
35050,http://api.menus.nypl.org/dishes/35050,Merchant's Club,Merchant's Club,,,,,,,,,,Senate of the State of New Jersey,1913-0278_wotm,,,03/14/1913,Merchant's Club,,Dollars,$,complete,4,362
35052,http://api.menus.nypl.org/dishes/35052,Mercantile Lunch Co.,Mercantile Lunch Co.,,,,,,,,,,The Mendelssohn Glee Club,1913-0280_wotm,,,03/14/1913,Mercantile Lunch Co.,,Dollars,$,complete,2,152
35053,http://api.menus.nypl.org/dishes/35053,Pabst,Pabst,,,,,,,,,,The Mendelssohn Glee Club,1913-0281_wotm,,,03/14/1913,Pabst,,Dollars,$,complete,2,56
35054,http://api.menus.nypl.org/dishes/35054,Caf̩ Safran,Caf̩ Safran,,,,,,,,,,The Mendelssohn Glee Club,1913-0282_wotm,,,03/14/1913,Caf̩ Safran,,Dollars,$,complete,2,321
35055,http://api.menus.nypl.org/dishes/35055,Pontin's Restaurant,Pontin's Restaurant,,,,,,,,,,The Mendelssohn Glee Club,1913-0283_wotm,,,03/14/1913,Pontin's Restaurant,,Dollars,$,complete,4,394
35056,http://api.menus.nypl.org/dishes/35056,Rigg's Twentieth Street Restaurant,Rigg's Twentieth Street Restaurant,,,,,,,,,,The Mendelssohn Glee Club,1913-0284_wotm,,,03/14/1913,Rigg's Twentieth Street Restaurant,,Dollars,$,complete,4,356
35057,http://api.menus.nypl.org/dishes/35057,Ambrose Restaurant,Ambrose Restaurant,,,,,,,,,,The Mendelssohn Glee Club,1913-0285_wotm,,,03/14/1913,Ambrose Restaurant,,Dollars,$,complete,2,69
35058,http://api.menus.nypl.org/dishes/35058,C.F. Wetzel,C.F. Wetzel,,,,,,,,,,The Mendelssohn Glee Club,1913-0286_wotm,,,03/14/1913,C.F. Wetzel,,Dollars,$,complete,2,49
35059,http://api.menus.nypl.org/dishes/35059,E. Ettinger Caf̩ and Restaurant,E. Ettinger Caf̩ and Restaurant,,,,,,,,,,The Mendelssohn Glee Club,1913-0287_wotm,,,03/14/1913,E. Ettinger Caf̩ and Restaurant,,Dollars,$,complete,2,272
35060,http://api.menus.nypl.org/dishes/35060,Gardner & Smith,Gardner & Smith,,,,,,,,,,The Mendelssohn Glee Club,1913-0288_wotm,,,03/14/1913,Gardner & Smith,,Dollars,$,complete,4,264
35061,http://api.menus.nypl.org/dishes/35061,Hazeltine's,Hazeltine's,,,,,,,,,,The Mendelssohn Glee Club,1913-0289_wotm,,,03/14/1913,Hazeltine's,,Dollars,$,complete,4,64
35062,http://api.menus.nypl.org/dishes/35062,Gregory's Restaurant,Gregory's Restaurant,,,,,,,,,,The Mendelssohn Glee Club,1913-0290_wotm,,,03/14/1913,Gregory's Restaurant,,Dollars,$,complete,4,95
35063,http://api.menus.nypl.org/dishes/35063,Kemm's Caf̩ and Restaurant,Kemm's Caf̩ and Restaurant,,,,,,,,,,The Mendelssohn Glee Club,1913-0291_wotm,,,03/14/1913,Kemm's Caf̩ and Restaurant,,Dollars,$,complete,4,199
35064,http://api.menus.nypl.org/dishes/35064,Smith & Post's Restaurant,Smith & Post's Restaurant,,,,,,,,,,The Mendelssohn Glee Club,1913-0292_wotm,,,03/14/1913,Smith & Post's Restaurant,,Dollars,$,complete,2,42
35065,http://api.menus.nypl.org/dishes/35065,Herman Loeffler's Caf̩ and Restaurant,Herman Loeffler's Caf̩ and Restaurant,,,,,,,,,,The Mendelssohn Glee Club,1913-0293_wotm,,,03/14/1913,Herman Loeffler's Caf̩ and Restaurant,,Dollars,$,complete,2,154
35066,http://api.menus.nypl.org/dishes/35066,Hotel Manhattan,Hotel Manhattan,,,,,,,,,,Phi Sigma Kappa,1913-0294_wotm,,,03/15/1913,Hotel Manhattan,,,,complete,8,19
35067,http://api.menus.nypl.org/dishes/35067,[Restaurant name and/or location not given],[Restaurant name and/or location not given],,,,,,,,,,Order of Myths,1913-0295_wotm,,,03/15/1913,[Restaurant name and/or location not given],,,,complete,4,21
35068,http://api.menus.nypl.org/dishes/35068,Hotel La Salle,Hotel La Salle,,,,,,,,,,The Bankers' Club of Chicago,1913-0296_wotm,,,03/15/1913,Hotel La Salle,,,,complete,6,30
35069,http://api.menus.nypl.org/dishes/35069,Kirkwood,Kirkwood,,,,,,,,,,Dinner to Polo Team of the Eleventh Cavalry,1913-0297_wotm,,,03/15/1913,Kirkwood,,,,complete,2,18
35070,http://api.menus.nypl.org/dishes/35070,Hotel Astor,Hotel Astor,,,,,,,,,,Campfire Club of America,1913-0298_wotm,,,03/15/1913,Hotel Astor,,,,complete,4,26
35071,http://api.menus.nypl.org/dishes/35071,Hotel Sherman,Hotel Sherman,,,,,,,,,,Illinois Laundrymen's Ass'n,1913-0299_wotm,,,03/17/1913,Hotel Sherman,,,,complete,4,17
35073,http://api.menus.nypl.org/dishes/35073,Washington,Washington,,,,,,,,,,"The Society of the Friendly Sons of St. Patrick - Newark, NJ",1913-0301_wotm,,,03/17/1913,Washington,,,,complete,14,22
35074,http://api.menus.nypl.org/dishes/35074,Caf̩ Boulevard,Caf̩ Boulevard,,,,,,,,,,Dinner tendered to William Sulzer,1913-0302_wotm,,,03/18/1913,Caf̩ Boulevard,,,,complete,8,20
35075,http://api.menus.nypl.org/dishes/35075,Cortland,Cortland,,,,,,,,,,Dinner tendered to William Sulzer,1913-0303_wotm,,,03/19/1913,Cortland,,Dollars,$,complete,2,91
35076,http://api.menus.nypl.org/dishes/35076,Cortland,Cortland,,,,,,,,,,Dinner tendered to William Sulzer,1913-0304_wotm,,,03/20/1913,Cortland,,Dollars,$,complete,2,100
35077,http://api.menus.nypl.org/dishes/35077,Cortland,Cortland,,,,,,,,,,Dinner tendered to William Sulzer,1913-0305_wotm,,,03/21/1913,Cortland,,Dollars,$,complete,2,122
35078,http://api.menus.nypl.org/dishes/35078,German Liederkranz,German Liederkranz,,,,,,,,,,dinner tendered to Walter Damrosch,1913-0306_wotm,,,03/22/1913,German Liederkranz,,,,complete,4,19
35079,http://api.menus.nypl.org/dishes/35079,The Cortland,The Cortland,,,,,,,,,,dinner tendered to Walter Damrosch,1913-0307_wotm,,,03/18/1913,The Cortland,,Dollars,$,complete,2,89
35081,http://api.menus.nypl.org/dishes/35081,Hotel Astor,Hotel Astor,,,,,,,,,,The Friar's Club,1913-0309_wotm,,,03/23/1913,Hotel Astor,,,,complete,12,23
35083,http://api.menus.nypl.org/dishes/35083,Republican Club of the City of New York,Republican Club of the City of New York,,,,,,,,,,Columbia College and Mines,1913-0311_wotm,,,03/25/1913,Republican Club of the City of New York,,,,complete,2,23
35084,http://api.menus.nypl.org/dishes/35084,Waldorf Astoria,Waldorf Astoria,,,,,,,,,,New York Metal Merchants,1913-0312_wotm,,,03/25/1913,Waldorf Astoria,,,,complete,2,22
35085,http://api.menus.nypl.org/dishes/35085,Planters Hotel,Planters Hotel,,,,,,,,,,Citizens of St. Louis,1913-0313_wotm,,,03/25/1913,Planters Hotel,,,,complete,5,20
35086,http://api.menus.nypl.org/dishes/35086,Hotel Manhattan,Hotel Manhattan,,,,,,,,,,American Hard Rubber Company,1913-0314_wotm,,,03/26/1913,Hotel Manhattan,,,,complete,6,22
35088,http://api.menus.nypl.org/dishes/35088,[Restaurant name and/or location not given],[Restaurant name and/or location not given],,,,,,,,,,Advertising Men's League of New York,1913-0316_wotm,,,03/26/1913,[Restaurant name and/or location not given],,,,complete,4,28
35089,http://api.menus.nypl.org/dishes/35089,Plaza,Plaza,,,,,,,,,,The West Virginia Society of the City of New York,1913-0317_wotm,,,03/26/1913,Plaza,,,,complete,4,13
35090,http://api.menus.nypl.org/dishes/35090,University Club of Brooklyn,University Club of Brooklyn,,,,,,,,,,Central Citizens' League,1913-0318_wotm,,,03/26/1913,University Club of Brooklyn,,,,complete,8,22
35092,http://api.menus.nypl.org/dishes/35092,Hotel Astor,Hotel Astor,,,,,,,,,,New York University,1913-0320_wotm,,,03/26/1913,Hotel Astor,,,,complete,4,24
35093,http://api.menus.nypl.org/dishes/35093,Gaertner's German Restaurant,Gaertner's German Restaurant,,,,,,,,,,Mercer County Board of Chosen Freeholders,1913-0321_wotm,,,03/26/1913,Gaertner's German Restaurant,,,,complete,3,19
35096,http://api.menus.nypl.org/dishes/35096,Plaza,Plaza,,,,,,,,,,"""The Virginians""",1913-0324_wotm,,,03/28/1913,Plaza,,,,complete,1,13
35097,http://api.menus.nypl.org/dishes/35097,Hotel Earlington,Hotel Earlington,,,,,,,,,,New York Nautical School,1913-0325_wotm,,,03/29/1913,Hotel Earlington,,,,complete,8,19
35099,http://api.menus.nypl.org/dishes/35099,Waldorf Astoria,Waldorf Astoria,,,,,,,,,,Missouri Society of the City of New York,1913-0327_wotm,,,03/29/1913,Waldorf Astoria,,,,complete,8,19
35102,http://api.menus.nypl.org/dishes/35102,Palace Hotel,Palace Hotel,,,,,,,,,,Northern California Hotel Association,1913-0330_wotm,,,03/29/1913,Palace Hotel,,,,complete,3,21
35103,http://api.menus.nypl.org/dishes/35103,Waldorf Astoria,Waldorf Astoria,,,,,,,,,,Wall Paper Manufacturers Association,1913-0331_wotm,,,03/29/1913,Waldorf Astoria,,,,complete,11,22
35104,http://api.menus.nypl.org/dishes/35104,Hotel Casey,Hotel Casey,,,,,,,,,,The Keystone Bank,1913-0332_wotm,,,03/31/1913,Hotel Casey,,,,complete,4,24
35105,http://api.menus.nypl.org/dishes/35105,Whites,Whites,,,,,,,,,,,1913-0333_wotm,,,04/01/1913,Whites,,Dollars,$,complete,4,278
35106,http://api.menus.nypl.org/dishes/35106,Delmonico's,Delmonico's,,,,,,,,,,Associates of the Engineer Corps and Company K,1913-0334_wotm,,,04/03/1913,Delmonico's,,,,complete,4,19
35109,http://api.menus.nypl.org/dishes/35109,Club House - St. Marks Square,Club House - St. Marks Square,,,,,,,,,,The Cathedral Club of Brooklyn,1913-0337_wotm,,,04/05/1913,Club House - St. Marks Square,,,,complete,4,21
35110,http://api.menus.nypl.org/dishes/35110,Hotel Savoy,Hotel Savoy,,,,,,,,,,United States Customs Inspector's Association,1913-0338_wotm,,,04/05/1913,Hotel Savoy,,,,complete,10,11
35111,http://api.menus.nypl.org/dishes/35111,Waldorf Astoria,Waldorf Astoria,,,,,,,,,,New York Iron and Steel Association,1913-0339_wotm,,,04/05/1913,Waldorf Astoria,,,,complete,2,19
35112,http://api.menus.nypl.org/dishes/35112,Claremont,Claremont,,,,,,,,,,Eduational Alliance,1913-0340_wotm,,,04/06/1913,Claremont,,,,complete,14,13
35113,http://api.menus.nypl.org/dishes/35113,Hotel Oakland,Hotel Oakland,,,,,,,,,,Commercial and Industrial Interests of San Francisco Bay,1913-0341_wotm,,,04/07/1913,Hotel Oakland,,,,complete,24,21
35115,http://api.menus.nypl.org/dishes/35115,S. S. Zacapa,S. S. Zacapa,,,,,,,,,,United Food Company,1913-0343_wotm,,,04/08/1913,S. S. Zacapa,,,,complete,2,37
35116,http://api.menus.nypl.org/dishes/35116,Hotel Rennert,Hotel Rennert,,,,,,,,,,Canned Goods Exchange,1913-0344_wotm,,,04/08/1913,Hotel Rennert,,,,complete,4,29
35117,http://api.menus.nypl.org/dishes/35117,Moderne Rotisserie,Moderne Rotisserie,,,,,,,,,,Canned Goods Exchange,1913-0345_wotm,,,04/09/1913,Moderne Rotisserie,,Dollars,$,complete,4,93
35118,http://api.menus.nypl.org/dishes/35118,Hotel Washington,Hotel Washington,,,,,,,,,,Canned Goods Exchange,1913-0346_wotm,,,04/09/1913,Hotel Washington,,,,complete,2,24
35119,http://api.menus.nypl.org/dishes/35119,Kernan's Avon Beach Hall,Kernan's Avon Beach Hall,,,,,,,,,,Seven Civic Association of the West end Line of Brooklyn,1913-0347_wotm,,,04/10/1913,Kernan's Avon Beach Hall,,,,complete,8,31
35120,http://api.menus.nypl.org/dishes/35120,Waldorf Astoria,Waldorf Astoria,,,,,,,,,,Collector of the Port of New York,1913-0348_wotm,,,04/10/1913,Waldorf Astoria,,,,complete,4,24
35121,http://api.menus.nypl.org/dishes/35121,Palace Hotel,Palace Hotel,,,,,,,,,,The Cabinet,1913-0349_wotm,,,04/10/1913,Palace Hotel,,,,complete,2,16
